source_column,import_id,question,reverse_worded_for_construct_scoring,valid_n,missing_n,missing_pct,n_1,pct_1,n_2,pct_2,n_3,pct_3,n_4,pct_4,n_5,pct_5,disagree_n,disagree_pct,disagree_wilson95_lower,disagree_wilson95_upper,neutral_n,neutral_pct,agree_n,agree_pct,agree_wilson95_lower,agree_wilson95_upper,agreement_balance_pp,mean,sample_sd,mean_ci95_lower,mean_ci95_upper,median,q1,q3,iqr,mode,min,max
Q5_1,QID25_1,"ERC specifications: - Specification Clarity: I find ERC standard specifications clear and easy to implement. ERC specifications clearly define the expected behaviour, required functions, events, return values, and edge cases needed for a correct implementation.",False,69,12,0.14814814814814814,5,0.07246376811594203,4,0.057971014492753624,9,0.13043478260869565,37,0.5362318840579711,14,0.2028985507246377,9,0.13043478260869565,0.07016627839603491,0.2296829993958729,9,0.13043478260869565,51,0.7391304347826086,0.6248942554937958,0.8281444471114402,60.86956521739131,3.739130434782609,1.0799261128462265,3.479703856495702,3.9985570130695156,4.0,3.0,4.0,1.0,4,1.0,5.0
Q5_2,QID25_2,"ERC specifications: - Implementation Guidance: ERC documentation provides enough implementation guidance to help developers avoid common mistakes, ambiguous interpretations, and incomplete implementations.",False,69,12,0.14814814814814814,3,0.043478260869565216,3,0.043478260869565216,20,0.2898550724637681,30,0.43478260869565216,13,0.18840579710144928,6,0.08695652173913043,0.040463621201533975,0.1770149833894218,20,0.2898550724637681,43,0.6231884057971014,0.5052188643395578,0.7281647097298064,53.62318840579711,3.681159420289855,0.9775833592136395,3.4463182558303687,3.9160005847493413,4.0,3.0,4.0,1.0,4,1.0,5.0
Q5_3,QID25_6,"ERC specifications: - Security Guidance: ERC specifications sufficiently explain the security implications of implementation choices, including approvals, hooks, signatures, replay protection, and interoperability assumptions.",False,26,55,0.6790123456790124,2,0.07692307692307693,1,0.038461538461538464,4,0.15384615384615385,16,0.6153846153846154,3,0.11538461538461539,3,0.11538461538461539,0.04003244623610615,0.2897590321171364,4,0.15384615384615385,19,0.7307692307692307,0.5391695962082381,0.8629555167798162,61.53846153846154,3.6538461538461537,1.0175385080598254,3.242853456000275,4.064838851692032,4.0,3.25,4.0,0.75,4,1.0,5.0
Q5_4,QID24_4,"ERC specifications: - Ambiguity and Interpretation: I have encountered cases where different developers, auditors, tools, wallets, or marketplaces interpret the same ERC requirement differently.",False,69,12,0.14814814814814814,2,0.028985507246376812,4,0.057971014492753624,15,0.21739130434782608,23,0.3333333333333333,25,0.36231884057971014,6,0.08695652173913043,0.040463621201533975,0.1770149833894218,15,0.21739130434782608,48,0.6956521739130435,0.5791642983213836,0.7915037310829005,60.86956521739131,3.9420289855072466,1.0415494392690166,3.6918214908166513,4.192236480197842,4.0,3.0,5.0,2.0,5,1.0,5.0
Q5_5,QID25_4,"ERC specifications: - Compatibility Risk: Ambiguities or missing details in ERC specifications can lead to compatibility issues across wallets, dApps, marketplaces, bridges, or other smart contracts.",False,69,12,0.14814814814814814,3,0.043478260869565216,9,0.13043478260869565,24,0.34782608695652173,19,0.2753623188405797,14,0.2028985507246377,12,0.17391304347826086,0.10238368967996812,0.2798362613128917,24,0.34782608695652173,33,0.4782608695652174,0.36468721213563554,0.5941274512638886,30.434782608695656,3.463768115942029,1.0924838152647918,3.2013248481512377,3.72621138373282,3.0,3.0,4.0,1.0,3,1.0,5.0
Q5_6(New)—-Q5_3(Old),QID25_3,ERC specifications: - I regularly verify my implementations against official standard specifications,False,38,43,0.5308641975308642,0,0.0,5,0.13157894736842105,17,0.4473684210526316,14,0.3684210526315789,2,0.05263157894736842,5,0.13157894736842105,0.05753867690120133,0.2732685944229131,17,0.4473684210526316,16,0.42105263157894735,0.27852501157758713,0.5780765465632945,28.947368421052634,3.3421052631578947,0.7807243964516504,3.0854875397163166,3.5987229865994728,3.0,3.0,4.0,1.0,3,2.0,5.0
Q6,QID44,"Security prioritisation: When selecting or implementing an ERC standard, I explicitly evaluate its security implications, including approval scope, signature/replay risks, receiver-hook behavior, dependency requirements, and interoperability impact, rather than choosing the standard based only on functionality, popularity, or gas efficiency.",False,69,12,0.14814814814814814,0,0.0,4,0.057971014492753624,11,0.15942028985507245,25,0.36231884057971014,29,0.42028985507246375,4,0.057971014492753624,0.02277238888037121,0.13979243357661653,11,0.15942028985507245,54,0.782608695652174,0.6718170359123908,0.8635923398937974,72.46376811594203,4.144927536231884,0.8956654167653392,3.9297652102196463,4.360089862244122,4.0,4.0,5.0,1.0,5,2.0,5.0
Q7,QID45,"Practice: When implementing ERC-based smart contracts, I often rely on existing deployed contracts, widely used code templates as implementation guides, rather than reading all specifications manually from scratch to implement.",False,68,13,0.16049382716049382,1,0.014705882352941176,6,0.08823529411764706,16,0.23529411764705882,27,0.39705882352941174,18,0.2647058823529412,7,0.10294117647058823,0.05076577178992908,0.19757911309365633,16,0.23529411764705882,45,0.6617647058823529,0.543372393866649,0.7628574678474458,55.88235294117647,3.8088235294117645,0.9812777679870089,3.571303708210427,4.0463433506131015,4.0,3.0,5.0,2.0,4,1.0,5.0
Q8,QID7,"When implementing ERC-based smart contracts, I explicitly verify that all mandatory standard dependencies are correctly implemented and semantically compatible. For example, ERC-721 and ERC-1155 rely on ERC-165 interface detection to support interoperability with wallets, marketplaces, and other contracts; therefore, missing or incorrect dependency implementation may cause compatibility failures or security-relevant integration errors.


Reference links :

https://eips.ethereum.org/EIPS/eip-1155,
https://eips.ethereum.org/EIPS/eip-721",False,65,16,0.19753086419753085,0,0.0,3,0.046153846153846156,11,0.16923076923076924,29,0.4461538461538462,22,0.3384615384615385,3,0.046153846153846156,0.015819840413512566,0.12713847263338832,11,0.16923076923076924,51,0.7846153846153846,0.6703343975431146,0.8671324230884898,73.84615384615385,4.076923076923077,0.8349343594650928,3.870036472598546,4.283809681247607,4.0,4.0,5.0,1.0,4,2.0,5.0
Q9_1,QID10,"Dependency Impact: Correct implementation of EIP dependencies is essential for both interoperability and security. For example, ERC-2612 `permit` depends on EIP-712 domain-separated signing; incorrect construction of the signing domain can turn a compatibility issue into a replay or unauthorized-approval risk.",False,65,16,0.19753086419753085,0,0.0,0,0.0,9,0.13846153846153847,24,0.36923076923076925,32,0.49230769230769234,0,0.0,0.0,0.05580153132285689,9,0.13846153846153847,56,0.8615384615384616,0.7573190275365485,0.9254090959684629,86.15384615384616,4.3538461538461535,0.7165623060568693,4.176290708191675,4.531401599500632,4.0,4.0,5.0,1.0,5,3.0,5.0
Q9_2(New)——-Q12(Old),QID11,How strongly do you agree or disagree : I often verify that all mandatory ERC dependencies are fully and correctly implemented before deployment.,False,35,46,0.5679012345679012,4,0.11428571428571428,9,0.2571428571428571,9,0.2571428571428571,9,0.2571428571428571,4,0.11428571428571428,13,0.37142857142857144,0.2316581950336571,0.5366306315640468,9,0.2571428571428571,13,0.37142857142857144,0.2316581950336571,0.5366306315640468,0.0,3.0,1.212678125181665,2.583430489137363,3.416569510862637,3.0,2.0,4.0,2.0,"2, 3, 4",1.0,5.0
Q9_3(New)—-Q9(Old),QID43,"Value of targeted function analysis :
Analysing specific targeted functions (e.g. batch transfers, approvals) for compliance and security is more valuable than running general vulnerability scans. Example being a targeted research for vulnerabilities on ""safeBatchTransferFrom"", ""setApprovalForAll"", etc...",False,38,43,0.5308641975308642,0,0.0,1,0.02631578947368421,12,0.3157894736842105,18,0.47368421052631576,7,0.18421052631578946,1,0.02631578947368421,0.004660587685768783,0.1349487611595213,12,0.3157894736842105,25,0.6578947368421053,0.4989210355178308,0.7878758482004058,63.1578947368421,3.8157894736842106,0.7660097789896834,3.5640083246491265,4.067570622719295,4.0,3.0,4.0,1.0,4,2.0,5.0
Q10,QID12,"I have intentionally implemented a partial ERC specification when certain functions, events, interfaces, or dependency requirements were unnecessary for my use case, after assessing that the deviation would not break interoperability or introduce security risks.",False,65,16,0.19753086419753085,6,0.09230769230769231,12,0.18461538461538463,20,0.3076923076923077,22,0.3384615384615385,5,0.07692307692307693,18,0.27692307692307694,0.1829358381283011,0.39580638353881975,20,0.3076923076923077,27,0.4153846153846154,0.30360241557422635,0.5366101512650265,13.846153846153847,3.123076923076923,1.0969801204285266,2.8512585584903105,3.3948952876635357,3.0,2.0,4.0,2.0,4,1.0,5.0
Q11_1,QID48_1,"Dependency Management and Interoperability :
Please indicate your level of agreement with the following statements. - Dependency Discoverability: I find it easy to identify which ERC standards, interfaces, extensions, or EIPs my contract must support in order to remain compliant and interoperable.",False,64,17,0.20987654320987653,1,0.015625,14,0.21875,16,0.25,26,0.40625,7,0.109375,15,0.234375,0.1474989559392414,0.35133257582568644,16,0.25,33,0.515625,0.39581601478580125,0.6336644833456737,28.125,3.375,1.0,3.1252074322784757,3.6247925677215243,4.0,3.0,4.0,1.0,4,1.0,5.0
Q11_2,QID48_2,"Dependency Management and Interoperability :
Please indicate your level of agreement with the following statements. - Interoperability Failures: I have encountered interoperability issues due to missing ERC dependencies.",False,64,17,0.20987654320987653,3,0.046875,12,0.1875,17,0.265625,21,0.328125,11,0.171875,15,0.234375,0.1474989559392414,0.35133257582568644,17,0.265625,32,0.5,0.3810209474394701,0.6189790525605299,26.5625,3.390625,1.1214671159082161,3.110490849502034,3.670759150497966,3.5,3.0,4.0,1.0,4,1.0,5.0
Q11_3,QID48_3,"Dependency Management and Interoperability :
Please indicate your level of agreement with the following statements. - Multi-Chain Deployment: I have deployed or integrated ERC-based smart contracts across multiple EVM-compatible chains, where differences in chainId, infrastructure, or ecosystem assumptions can affect compatibility and security.",False,64,17,0.20987654320987653,8,0.125,7,0.109375,11,0.171875,23,0.359375,15,0.234375,15,0.234375,0.1474989559392414,0.35133257582568644,11,0.171875,38,0.59375,0.4714520812860451,0.7054309075028039,35.9375,3.46875,1.3089284360856597,3.1417894049864437,3.7957105950135563,4.0,3.0,4.0,1.0,4,1.0,5.0
Q11_4(New)———Q14_4(Old),QID48_4,"Dependency Management and Interoperability : - The current tooling (specification documents, tools) adequately supports developers in ERC dependency management where dependencies are clearly organised with mandatory specifications.",False,34,47,0.5802469135802469,3,0.08823529411764706,7,0.20588235294117646,13,0.38235294117647056,9,0.2647058823529412,2,0.058823529411764705,10,0.29411764705882354,0.1683463067042242,0.4616890979471443,13,0.38235294117647056,11,0.3235294117647059,0.1913164356402551,0.49157105406091794,2.941176470588235,3.0,1.044465935734187,2.63556860659501,3.36443139340499,3.0,2.0,4.0,2.0,3,1.0,5.0
Q12_1,QID65_8,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - Specification Comprehension Gap: I find it difficult to determine from the EIP specifications alone whether a signature-based authorization implementation correctly handles ECDSA signatures, nonce usage, deadline checks, DOMAIN_SEPARATOR construction, and replay protection.",False,67,14,0.1728395061728395,5,0.07462686567164178,18,0.26865671641791045,12,0.1791044776119403,25,0.373134328358209,7,0.1044776119402985,23,0.34328358208955223,0.24089006272762914,0.4626733540965101,12,0.1791044776119403,32,0.47761194029850745,0.3625038659495962,0.5951480507395663,13.432835820895523,3.1641791044776117,1.1625079331807922,2.880621139398187,3.4477370695570366,3.0,2.0,4.0,2.0,4,1.0,5.0
Q12_2,QID65_1,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - When constructing signature-based authorisation, I understand the complete flow from off-chain signature generation to on-chain verification and state update, including how permit, approve, transferFrom, and operator-based approvals interact.",False,23,58,0.7160493827160493,0,0.0,5,0.21739130434782608,0,0.0,8,0.34782608695652173,10,0.43478260869565216,5,0.21739130434782608,0.09663978026586204,0.4190348301626401,0,0.0,18,0.782608695652174,0.5809651698373599,0.9033602197341379,56.52173913043478,4.0,1.1677484162422844,3.495027717558433,4.504972282441567,4.0,4.0,5.0,1.0,5,2.0,5.0
Q12_3,QID65_3,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - I understand ERC specifications of ERC-712 and how the ERC-712 DOMAIN_SEPARATOR binds a signature to a specific authorisation domain at the wallet side using fields such as contract name, version, chainId, verifyingContract, and optional salt.",False,23,58,0.7160493827160493,1,0.043478260869565216,3,0.13043478260869565,5,0.21739130434782608,5,0.21739130434782608,9,0.391304347826087,4,0.17391304347826086,0.06978653563062565,0.3713764764022614,5,0.21739130434782608,14,0.6086956521739131,0.4078552239138171,0.7784237720752205,43.47826086956522,3.782608695652174,1.2415723806063765,3.2457125370868596,4.319504854217488,4.0,3.0,5.0,2.0,5,1.0,5.0
Q12_4,QID65_5,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - When implementing ERC-2612 permit logic, I agree that it is hard or require special knowledge to understand that nonce, deadline, spender/operator, token scope, amount, and authorization target are correctly enforced to prevent replay or unintended reuse.",False,23,58,0.7160493827160493,0,0.0,5,0.21739130434782608,4,0.17391304347826086,11,0.4782608695652174,3,0.13043478260869565,5,0.21739130434782608,0.09663978026586204,0.4190348301626401,4,0.17391304347826086,14,0.6086956521739131,0.4078552239138171,0.7784237720752205,39.130434782608695,3.5217391304347827,0.9940534656094303,3.091878177154247,3.9516000837153182,4.0,3.0,4.0,1.0,4,2.0,5.0
